# Created at 2018-03-14 14:30:53
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,12129,3110,12
1,7249,1856,14
2,-7356,4040,6
3,-12225,3747,10
4,-4314,-2254,7
5,10648,-610,4
6,13942,3542,8
7,3735,5545,13
8,723,904,3
9,-9904,1926,1
10,9039,2370,6
11,1325,5230,4
12,12100,1437,3
13,10551,2102,9
14,-7,5130,2
15,221,4851,1
16,10377,1505,6
17,5126,3540,4
18,2858,4101,5
19,1220,4180,3
20,3114,3003,17
21,-5,5162,51
22,7256,1865,44
23,952,4492,42
24,-209,4335,19
25,737,925,9
26,4337,2961,77
27,979,5150,43
28,3148,3041,71
29,3911,3152,61
30,11505,-1836,4
31,3668,3188,64
32,10430,1418,33
33,3757,5506,57
34,12027,1688,41
35,9427,2006,47
36,3689,3125,63
37,2776,4655,53
38,13948,3533,28
39,3733,5576,57
40,7255,1828,49
41,3142,3049,57
42,-12219,3802,11
43,503,5322,38
44,10186,3151,54
45,3113,3021,75
46,1287,4049,55
47,-11747,4112,5
48,10540,2063,31
49,3743,5551,58
50,8454,4280,49
51,1218,4173,59
52,2764,4167,72
53,-20,4897,60
54,10808,2364,53
55,12681,3068,50
56,10261,1423,61
57,9079,2633,61
58,1250,4198,54
59,3775,5629,67
60,10647,-606,57
61,1390,5490,64
62,10545,2094,69
63,6503,2509,71
64,10568,3060,64
65,-4668,-829,20
66,2172,2058,70
67,10545,2136,69
68,-4319,-2261,24
69,3766,5250,72
70,11892,1455,59
71,12119,1439,63
72,2473,1793,71
73,3636,2536,74
74,4853,3216,76
75,9035,2349,77
76,2857,4089,79
77,12120,3114,63
78,10701,-632,69
79,7263,1820,77
80,13950,2947,54
81,10709,2128,74
82,6930,1974,79
83,1651,5244,73
84,-457,4570,67
85,3194,2939,81
86,3306,4642,82
87,3707,5592,77
88,10640,3061,77
89,9042,2157,90
90,10677,-440,71
91,3102,3048,80
92,5113,3535,88
93,10919,2677,78
94,10556,2053,78
95,12114,1434,74
96,10768,1477,77
97,5100,3573,88
98,7286,1867,90
99,11316,-3768,71
100,13411,2022,76
101,-699,5186,75
102,-4327,-2264,55
103,3435,-1702,87
104,9039,2376,88
105,11748,2633,85
106,706,3451,84
107,13780,-2002,78
108,6923,1194,90
109,1009,4481,84
110,11133,1787,83
111,8975,2549,89
112,47,4918,80
113,5082,2710,89
114,12157,3066,88
115,7190,1914,91
116,11400,1709,90
117,10691,353,85
118,10374,1507,88
119,411,529,86
120,-4314,-2254,77
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
3,11
4,12
2,13
6,13
6,14
6,15
2,16
3,17
3,18
3,19
3,20
1,20
11,20
13,20
0,13
0,40
0,43
0,56
0,68
0,83
0,84
0,90
0,93
1,1
1,10
1,19
1,36
1,54
1,58
1,69
1,77
1,87
1,94
2,34
3,2
3,21
3,26
4,47
4,81
4,88
4,99
5,39
5,44
5,57
6,17
6,52
6,56
7,1
7,7
7,12
7,18
7,28
7,38
7,65
7,66
7,67
7,76
7,82
7,91
8,4
8,98
10,42
10,54
10,83
10,84
10,95
11,62
11,68
12,50
12,74
13,13
13,27
13,41
13,46
13,60
13,73
14,0
16,0
16,14
16,35
16,49
16,97
17,35
17,71
17,76
18,31
18,55
18,62
18,65
19,30
19,37
20,5
20,6
20,7
20,10
20,15
20,20
20,24
20,34
20,64
20,70
20,71
20,77
20,93
3,0
5,2
6,3
7,1
7,5
8,5
9,7
10,0
10,5
10,7
10,8
11,7
12,5
12,10
14,9
15,5
15,7
15,8
15,10
16,5
16,7
17,1
17,5
18,5
18,8
18,10
18,12
18,16
19,1
19,8
19,16
20,2
20,5
20,7
20,8
20,10
20,15
21,6
21,18
22,0
22,6
22,7
22,15
23,5
23,12
23,13
23,19
24,0
24,5
24,6
24,7
24,8
24,10
24,12
24,15
24,18
24,20
25,0
25,2
25,6
25,7
25,12
25,16
25,18
25,20
25,22
26,2
26,21
28,5
28,8
28,12
28,16
28,18
28,24
28,25
29,5
