# Created at 2018-03-17 13:26:34
# Connection parameters. Layer11:750 Layer12: 250 Layer22: 2000
# Connection Num. Layer11: 21 Layer12: 59 Layer22: 289
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,0,12129,3110,9
1,1,7249,1856,6
2,2,-7356,4040,5
3,3,-12225,3747,10
4,4,-4314,-2254,3
5,5,10648,-610,7
6,6,13942,3542,10
7,7,3735,5545,4
8,8,723,904,2
9,9,-9904,1926,1
10,10,9039,2370,3
11,11,1325,5230,2
12,12,12100,1437,4
13,13,10551,2102,2
14,14,-7,5130,8
15,15,221,4851,5
16,16,10377,1505,7
17,17,5126,3540,2
18,18,2858,4101,1
19,19,1220,4180,5
20,20,3114,3003,5
21,21,12117,1435,10
22,25,10653,-621,6
23,27,-12216,3759,6
24,29,3722,5552,7
25,31,13919,3550,10
26,32,10459,1515,10
27,33,-12201,3804,4
28,34,12250,1481,7
29,36,-71,5171,14
30,38,5138,3539,3
31,40,-14,5124,10
32,43,3094,2980,10
33,44,1,5135,19
34,45,7233,1858,2
35,48,-11038,3795,1
36,49,1226,4180,8
37,51,1231,4175,8
38,52,3751,5551,7
39,53,12134,3120,11
40,54,13728,3598,10
41,55,10358,1506,11
42,56,209,4850,10
43,57,337,5053,13
44,58,4726,3437,1
45,59,3119,3028,6
46,60,744,839,2
47,61,1240,4177,10
48,62,1615,5259,2
49,63,14217,3361,6
50,65,13937,3555,7
51,66,10382,1681,10
52,67,9037,2402,2
53,68,1472,2596,2
54,70,10614,-605,6
55,72,1296,5177,6
56,74,1622,-936,1
57,75,12118,3106,8
58,76,-12050,4083,4
59,77,3931,5535,4
60,78,14108,3173,5
61,79,3077,2840,7
62,80,1219,4183,13
63,81,241,4973,13
64,82,3121,2576,7
65,83,656,5162,12
66,84,10188,1538,9
67,85,178,4784,15
68,86,10665,-576,8
69,87,134,4541,16
70,88,-12225,3777,6
71,89,3116,2989,7
72,90,8993,2431,4
73,92,12267,3100,7
74,93,10597,-697,7
75,94,14023,3631,10
76,95,1805,5679,3
77,96,35,5110,17
78,97,10797,501,4
79,98,12120,1461,7
80,99,3533,5637,6
81,100,10586,-712,11
82,101,842,1080,2
83,102,-72,5198,14
84,103,3096,3018,12
85,104,12268,2996,12
86,105,13741,3712,11
87,106,12109,3215,11
88,107,3718,5525,8
89,108,10762,-560,8
90,109,2916,4041,5
91,110,12770,2708,8
92,111,12367,1501,5
93,112,7251,1847,4
94,113,13743,3723,11
95,114,12052,3045,11
96,115,-9770,4143,6
97,116,10395,1502,9
98,117,10534,1635,12
99,118,840,3924,16
100,119,6948,2509,3
