# Created at 2018-03-17 13:25:48
# Connection parameters. Layer11:750 Layer12: 350 Layer22: 1400
# Connection Num. Layer11: 21 Layer12: 57 Layer22: 165
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,0,12129,3110,5
1,1,7249,1856,4
2,2,-7356,4040,6
3,3,-12225,3747,13
4,4,-4314,-2254,5
5,5,10648,-610,8
6,6,13942,3542,7
7,7,3735,5545,3
8,8,723,904,4
9,9,-9904,1926,1
10,10,9039,2370,4
11,11,1325,5230,7
12,12,12100,1437,4
13,13,10551,2102,2
14,14,-7,5130,2
15,15,221,4851,2
16,16,10377,1505,5
17,17,5126,3540,4
18,18,2858,4101,3
19,19,1220,4180,6
20,20,3114,3003,4
21,24,5134,3544,4
22,27,1330,5212,10
23,29,-4312,-2244,1
24,31,-12214,3759,6
25,32,10648,-615,10
26,33,12092,1424,2
27,34,10606,-593,8
28,36,14023,3591,5
29,37,1214,4184,5
30,38,13949,3534,4
31,39,3718,5585,3
32,41,7239,1838,5
33,46,12148,3088,3
34,47,2846,4104,2
35,48,5182,3458,3
36,51,2856,4107,5
37,52,144,5413,4
38,53,10777,-674,9
39,57,10365,1525,5
40,61,-12187,3751,7
41,62,404,4928,5
42,63,5118,3548,3
43,65,3107,3010,2
44,66,3110,3001,3
45,67,10451,1486,8
46,68,12116,3092,8
47,70,771,929,3
48,71,1320,5204,9
49,72,5357,2481,1
50,73,1214,3999,3
51,76,7409,1783,3
52,77,10429,2020,8
53,78,9030,2363,7
54,79,-12234,3731,7
55,81,10649,-623,8
56,82,3127,2995,3
57,83,1282,5149,8
58,84,13968,3510,3
59,86,10372,2110,2
60,87,688,909,3
61,88,-12277,3687,5
62,89,-12223,3746,5
63,90,12331,3189,4
64,91,1389,5129,9
65,92,3729,5554,7
66,93,10370,1523,6
67,94,208,4839,10
68,95,12826,2911,3
69,96,9043,2222,3
70,97,9009,2435,6
71,99,10375,1493,7
72,100,10668,-591,12
73,101,9059,2374,8
74,102,-11987,3503,6
75,103,10580,-832,11
76,104,1228,4132,9
77,105,10645,-603,7
78,106,10347,-631,7
79,107,1332,5232,9
80,108,689,924,4
81,109,2577,5292,4
82,110,4432,5507,1
83,111,12138,1437,4
84,112,-9,5119,3
85,113,387,4902,5
86,114,9324,3493,2
87,115,9099,3543,1
88,116,1309,5234,9
89,117,1013,5057,8
90,118,1255,4177,6
91,119,2198,3550,5
92,120,3017,2181,3
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
3,11
4,12
2,13
6,14
6,15
2,16
3,17
3,18
3,19
2,19
3,20
0,33
0,46
1,32
3,24
3,40
3,54
3,61
3,62
3,74
4,23
4,41
5,25
5,27
5,38
5,55
5,72
5,75
5,77
6,28
6,30
6,58
7,31
7,65
8,47
8,60
8,80
10,53
10,70
10,73
11,22
11,48
11,57
11,64
11,79
11,88
12,26
12,45
12,83
13,52
14,84
15,67
16,39
16,45
16,66
16,71
17,21
17,35
17,42
18,34
18,36
19,29
19,76
19,88
19,90
20,43
20,44
20,56
27,25
30,28
35,21
36,34
37,29
38,25
38,27
40,24
42,21
42,35
45,39
46,33
48,22
49,21
50,29
51,25
51,32
52,25
52,39
52,46
53,45
54,24
54,40
54,48
55,25
55,27
55,38
56,43
56,44
57,22
57,48
58,28
58,30
59,52
60,47
61,24
61,40
61,54
62,24
62,40
62,54
63,28
63,33
63,46
64,22
64,48
64,57
65,31
65,36
65,57
66,39
66,45
66,59
67,22
67,37
67,41
67,64
68,28
68,46
68,63
69,30
69,53
70,32
70,53
71,39
71,45
71,46
71,52
71,53
71,66
72,25
72,27
72,38
72,45
72,46
72,52
72,55
72,70
73,32
73,38
73,51
73,53
73,69
73,70
74,24
74,40
74,54
74,61
74,62
75,25
75,27
75,38
75,55
75,70
75,72
75,73
76,29
76,48
76,50
76,52
76,67
77,25
77,27
77,38
77,55
77,72
77,75
78,25
78,27
78,38
78,45
78,55
78,72
78,75
79,22
79,48
79,57
79,64
79,65
80,47
80,60
81,22
81,64
81,65
81,76
82,65
83,22
83,26
83,66
84,41
84,67
85,37
85,40
85,41
85,67
86,46
86,53
87,32
88,22
88,48
88,57
88,64
88,67
88,79
89,22
89,41
89,48
89,57
89,64
89,67
89,76
89,79
90,29
90,36
90,50
90,76
90,79
91,36
91,37
91,44
91,85
91,88
92,31
92,75
92,80
c
