# Created at 2018-03-17 17:41:37
# Connection parameters. Layer11:750 Layer12: 250 Layer22: 2000
# Connection Num. Layer11: 21 Layer12: 68 Layer22: 388
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,0,12129,3110,5
1,1,7249,1856,4
2,2,-7356,4040,5
3,3,-12225,3747,11
4,4,-4314,-2254,5
5,5,10648,-610,1
6,6,13942,3542,11
7,7,3735,5545,1
8,8,723,904,9
9,9,-9904,1926,1
10,10,9039,2370,5
11,11,1325,5230,4
12,12,12100,1437,3
13,13,10551,2102,5
14,14,-7,5130,9
15,15,221,4851,8
16,16,10377,1505,8
17,17,5126,3540,4
18,18,2858,4101,3
19,19,1220,4180,3
20,20,3114,3003,5
21,21,3557,2140,1
22,22,12120,3110,2
23,23,203,4862,22
24,25,12059,1386,3
25,28,11821,1312,1
26,29,213,4834,22
27,30,10550,2085,10
28,31,-12218,3753,3
29,37,12,5113,22
30,38,711,928,13
31,40,727,906,8
32,41,713,906,10
33,42,3131,3058,6
34,43,9198,2335,6
35,45,-12420,3629,4
36,46,10531,1366,12
37,49,10554,2114,12
38,50,10337,1507,16
39,54,9078,2376,7
40,55,5129,3545,5
41,56,534,5552,14
42,57,1443,-127,1
43,58,10364,1496,15
44,59,-16,5115,15
45,60,10324,1493,14
46,61,-13,5131,18
47,62,13945,3525,9
48,63,716,920,8
49,64,610,918,9
50,65,3117,3055,4
51,66,10160,1424,14
52,67,2871,4188,6
53,68,1315,5261,10
54,70,1315,5213,11
55,72,2999,4247,9
56,73,1448,4146,9
57,74,10924,1923,12
58,75,13935,3546,7
59,76,224,4845,20
60,77,7245,1874,3
61,78,1211,4133,5
62,79,5114,3544,10
63,80,10457,3905,2
64,81,-529,4853,14
65,82,5568,1253,3
66,83,13931,3606,8
67,84,215,4836,20
68,85,14021,3488,8
69,86,11732,2998,4
70,87,13939,3539,8
71,88,9411,1842,12
72,89,445,987,9
73,90,-12208,3865,4
74,91,14096,4111,7
75,92,19,5126,19
76,93,-4385,-2242,3
77,94,1321,5677,6
78,95,728,895,10
79,96,-12,5145,16
80,98,426,4944,19
