# Created at 2018-03-14 14:45:47
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,12129,3110,14
1,7249,1856,7
2,-7356,4040,7
3,-12225,3747,13
4,-4314,-2254,9
5,10648,-610,7
6,13942,3542,18
7,3735,5545,9
8,723,904,5
9,-9904,1926,1
10,9039,2370,9
11,1325,5230,2
12,12100,1437,9
13,10551,2102,2
14,-7,5130,7
15,221,4851,5
16,10377,1505,8
17,5126,3540,20
18,2858,4101,10
19,1220,4180,21
20,3114,3003,10
21,10526,2095,3
22,577,819,11
23,-22,5127,2
24,12132,1442,13
25,5172,3540,7
26,4279,2110,1
27,10417,1467,10
28,2911,4506,15
29,12078,1428,7
30,7989,2270,3
31,10368,2282,2
32,7329,1837,16
33,-12000,3619,3
34,1206,-1824,9
35,1674,3209,4
36,707,974,7
37,3110,2998,20
38,7156,1783,6
39,783,881,5
40,7249,1850,18
41,2843,4099,16
42,3008,6025,2
43,2864,4104,19
44,-224,5047,2
45,1213,4178,10
46,-9999,3335,1
47,647,825,11
48,-12276,3757,3
49,10576,-628,5
50,10006,-223,2
51,9039,2407,6
52,4206,1728,3
53,-6469,-187,3
54,1649,5272,3
55,5110,3547,9
56,14007,3546,9
57,11709,-1440,2
58,270,4833,2
59,12390,4657,4
60,714,894,12
61,10620,2073,1
62,10664,-583,12
63,10400,1521,13
64,11875,1267,10
65,13978,406,2
66,9630,1590,6
67,3727,5533,5
68,13948,3547,17
69,12082,1463,15
70,3736,5535,6
71,3132,3020,20
72,-496,5214,3
73,567,3487,3
74,13765,3382,15
75,9870,2209,8
76,10500,1561,11
77,1329,5214,11
78,5017,3574,6
79,10399,1473,11
80,5144,3522,11
81,10518,1535,16
82,2966,4119,20
83,3724,5548,8
84,12236,3120,8
85,1863,4054,12
86,3257,2683,16
87,737,887,11
88,672,6102,11
89,13909,3537,8
90,14234,3074,6
91,-4296,-2029,6
92,2829,4109,15
93,3162,2917,11
94,2814,2622,10
95,11621,2000,10
96,-4367,-2336,4
97,9495,1349,12
98,6388,1168,12
99,-12215,3746,5
100,1227,4188,13
101,2392,5099,13
