# Created at 2018-03-17 13:25:09
# Connection parameters. Layer11:750 Layer12: 350 Layer22: 1400
# Connection Num. Layer11: 21 Layer12: 61 Layer22: 185
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,0,12129,3110,5
1,1,7249,1856,6
2,2,-7356,4040,5
3,3,-12225,3747,11
4,4,-4314,-2254,5
5,5,10648,-610,1
6,6,13942,3542,7
7,7,3735,5545,3
8,8,723,904,6
9,9,-9904,1926,1
10,10,9039,2370,4
11,11,1325,5230,4
12,12,12100,1437,2
13,13,10551,2102,4
14,14,-7,5130,5
15,15,221,4851,6
16,16,10377,1505,6
17,17,5126,3540,7
18,18,2858,4101,7
19,19,1220,4180,4
20,20,3114,3003,4
21,23,2867,4068,9
22,24,13803,3472,2
23,26,204,4849,17
24,27,733,903,5
25,28,2893,3975,9
26,30,714,890,6
27,33,-22,5130,14
28,34,10347,1490,11
29,35,1244,4168,4
30,36,318,5430,1
31,39,10380,1515,7
32,40,13913,3512,2
33,42,12444,3733,1
34,43,13049,3662,2
35,45,-11833,4079,3
36,46,1234,4179,3
37,47,15,5144,7
38,48,-12224,3747,3
39,49,5107,3535,7
40,51,7,5125,10
41,53,9087,2336,2
42,54,-12209,4101,1
43,55,255,4907,10
44,56,5623,1457,2
45,58,5230,3477,4
46,61,1344,5244,5
47,62,10332,1461,6
48,63,-4286,-2403,2
49,64,11892,2276,1
50,66,2971,3809,11
51,68,666,856,4
52,69,255,4870,13
53,70,-11938,4562,1
54,71,8846,2456,3
55,73,4750,3373,4
56,75,-12216,3773,4
57,77,-10480,4768,1
58,78,230,4779,14
59,79,-34,5092,14
60,80,2868,4108,7
61,81,-12258,3738,3
62,82,1322,5260,7
63,83,7243,1876,6
64,84,3571,5695,3
65,86,749,945,11
66,88,7244,1918,5
67,89,12751,2651,3
68,90,3087,2990,6
69,91,7226,1866,4
70,92,10235,1281,6
71,93,16,4454,9
72,94,-236,5047,10
73,96,4024,5614,1
74,97,1193,4083,10
75,98,3110,3003,7
76,99,2857,4103,7
77,100,5113,3553,8
78,101,1131,983,4
79,102,1116,-507,1
80,103,4836,3458,7
81,106,240,4932,12
82,107,1331,5265,11
83,108,3850,4511,6
84,109,2845,4127,11
85,110,3696,5538,5
86,111,-4322,-2247,2
87,112,9186,2382,3
88,113,96,1463,2
89,115,5127,3532,6
90,116,1407,500,5
91,117,10784,2084,3
92,118,3127,2546,7
93,119,10307,1445,5
94,120,12116,1475,3
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
3,11
4,12
2,13
6,14
6,15
2,16
3,17
3,18
3,19
3,20
18,20
0,33
0,67
1,63
1,66
1,69
3,38
3,56
3,57
3,61
4,48
4,86
6,22
6,32
6,34
7,58
7,85
8,24
8,26
8,51
8,65
8,83
10,41
10,54
10,87
11,46
11,62
11,82
12,94
13,54
13,65
13,91
14,27
14,37
14,40
14,59
15,23
15,43
15,52
15,58
15,81
16,28
16,31
16,47
16,70
16,93
17,39
17,45
17,55
17,77
17,88
17,89
18,21
18,25
18,60
18,76
18,84
19,29
19,36
19,74
20,68
20,75
25,21
26,24
30,23
31,28
32,22
34,28
35,28
36,29
37,27
40,23
40,27
40,37
42,35
43,23
43,37
43,40
44,28
47,28
47,31
49,47
50,21
50,23
50,25
50,27
51,24
51,26
52,23
52,27
52,40
52,43
53,35
54,39
55,39
55,45
56,38
58,23
58,27
58,40
58,43
58,52
59,23
59,27
59,37
59,40
59,43
59,52
59,56
60,21
60,25
60,50
60,52
61,38
61,56
62,27
62,29
62,46
63,44
64,52
65,24
65,26
65,51
65,58
65,59
66,31
66,63
67,26
67,63
68,23
68,25
68,50
69,63
69,66
70,28
70,31
70,47
71,23
71,27
71,43
71,46
71,52
71,58
71,59
72,23
72,27
72,37
72,40
72,43
72,52
72,58
72,59
73,64
74,23
74,29
74,36
74,58
74,59
74,62
74,65
75,21
75,23
75,58
75,68
76,21
76,25
76,50
76,60
76,74
77,39
77,45
77,50
77,63
78,26
78,65
79,69
80,39
80,55
80,65
80,77
80,78
81,23
81,27
81,37
81,40
81,43
81,52
81,58
81,59
81,71
81,72
82,21
82,23
82,24
82,46
82,52
82,58
82,62
82,71
82,72
83,21
83,25
83,39
83,59
83,80
84,21
84,23
84,25
84,27
84,50
84,60
84,74
84,76
84,82
85,27
85,64
85,75
85,81
86,48
87,28
87,41
88,23
89,39
89,45
89,77
89,80
89,84
90,27
90,50
90,65
90,70
90,78
91,28
91,66
92,25
92,46
92,50
92,62
92,68
92,75
92,77
93,28
93,31
93,47
93,70
94,28
94,31
c
