# Created at 2018-03-14 14:33:59
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,12129,3110,4
1,7249,1856,12
2,-7356,4040,6
3,-12225,3747,19
4,-4314,-2254,10
5,10648,-610,7
6,13942,3542,12
7,3735,5545,5
8,723,904,4
9,-9904,1926,1
10,9039,2370,2
11,1325,5230,15
12,12100,1437,6
13,10551,2102,11
14,-7,5130,3
15,221,4851,14
16,10377,1505,14
17,5126,3540,5
18,2858,4101,4
19,1220,4180,13
20,3114,3003,14
21,10292,2043,30
22,12092,1362,16
23,4695,4726,20
24,10550,1595,41
25,1239,4200,9
26,4111,5385,4
27,6323,2580,10
28,3110,3006,31
29,221,4916,12
30,1287,5253,37
31,1624,4639,34
32,9444,2344,11
33,-12311,3874,7
34,12108,1424,30
35,1185,5238,33
36,439,4581,26
37,1319,5223,36
38,-12187,3752,9
39,-4317,-2256,10
40,3189,5760,4
41,2952,3534,7
42,2916,4158,19
43,182,5316,26
44,10826,2773,1
45,1248,4943,28
46,3042,3116,33
47,5130,3511,23
48,3732,5550,11
49,-4312,-2258,8
50,12190,3115,24
51,10479,2084,26
52,3116,3003,27
53,584,4690,36
54,10386,1544,21
55,4856,3537,9
56,11545,1130,10
57,3806,-2045,12
58,2979,4073,39
59,-4341,-2247,15
60,12105,1439,22
61,12136,1352,27
62,720,902,8
63,-362,2245,7
64,-12228,3755,13
65,2881,4075,33
66,-12154,3764,14
67,-4304,-2255,12
68,12033,234,6
69,10741,1613,34
70,1088,5424,40
71,-4305,-2261,14
72,-9383,5776,6
73,-12222,3747,8
74,-12179,3829,10
75,9001,2382,14
76,10324,1554,32
77,1131,4266,50
78,10661,-605,12
79,12981,4036,3
80,1191,4191,45
81,2791,3957,30
82,-11887,3963,14
83,12590,2355,32
84,1202,4226,40
85,4442,2633,23
86,-137,5052,31
87,1523,5230,33
88,12301,1651,22
89,-14,5138,33
90,3520,5643,42
91,10368,1498,22
92,5125,3537,32
93,48,4586,38
94,1190,4195,36
95,720,917,18
96,3565,4010,41
97,5153,3239,25
98,10607,1570,38
99,13981,3910,15
100,7246,1855,25
101,3150,2888,36
102,7758,4773,24
103,7319,4880,35
104,2790,4138,46
105,10680,-697,36
106,9033,2368,34
107,206,4886,41
108,10335,1478,29
109,12272,2863,37
110,10708,-836,32
111,3692,5588,49
112,3143,2946,42
113,5053,3548,41
114,3043,-1441,28
115,1232,4295,53
116,10622,-617,31
117,1074,3951,52
118,9235,2262,41
119,1417,4774,50
120,717,911,47
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
3,11
4,12
2,13
6,14
6,15
2,16
3,17
3,18
3,19
3,20
0,29
1,3
1,10
1,14
1,30
1,50
1,79
1,84
1,92
1,96
2,12
3,10
