# Created at 2018-03-17 18:19:04
# Connection parameters. Layer11:750 Layer12: 50 Layer22: 50
# Connection Num. Layer11: 21 Layer12: 536 Layer22: 6060
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
0,0,12129,3110,25
1,1,7249,1856,35
2,2,-7356,4040,5
3,3,-12225,3747,30
4,4,-4314,-2254,23
5,5,10648,-610,24
6,6,13942,3542,38
7,7,3735,5545,27
8,8,723,904,26
9,9,-9904,1926,1
10,10,9039,2370,36
11,11,1325,5230,37
12,12,12100,1437,30
13,13,10551,2102,27
14,14,-7,5130,30
15,15,221,4851,32
16,16,10377,1505,33
17,17,5126,3540,19
18,18,2858,4101,28
19,19,1220,4180,35
20,20,3114,3003,37
21,24,717,896,21
22,27,-4290,-2278,15
23,29,1299,5307,9
24,30,13937,3550,36
25,31,1241,4177,24
26,32,-29,5141,14
27,41,3738,5537,26
28,50,1204,4166,27
29,60,232,4847,28
30,62,7253,1896,11
31,65,227,4853,26
32,67,-12205,3752,23
33,70,13979,3542,32
34,71,12114,3119,20
35,74,10653,-619,25
36,78,10628,1948,2
37,79,1206,4148,21
38,82,1321,5220,26
39,83,-1,5114,24
40,100,10391,1484,30
41,105,1303,4467,1
42,109,5120,3550,15
43,110,13988,3505,18
44,111,3737,5535,26
45,112,760,896,22
46,123,13881,3563,13
47,124,13919,3478,26
48,126,7256,1854,27
49,135,-8,5129,24
50,136,1214,4194,26
51,137,2852,4091,21
52,139,2875,4093,22
53,140,8383,1918,3
54,141,1339,5245,34
55,144,10670,-642,16
56,150,7248,1863,28
57,152,1220,4183,25
58,153,1325,5218,27
59,158,701,870,20
60,162,-12216,3752,25
61,163,3793,5546,16
62,167,-4303,-2256,14
63,168,1365,5224,31
64,170,137,4676,3
65,172,1669,5452,2
66,174,-4324,-2279,18
67,177,13947,3548,35
68,180,12591,2902,3
69,181,-12233,3740,24
70,182,640,856,7
71,183,234,4857,34
72,184,7230,1878,21
73,187,1246,4204,26
74,191,10584,2067,21
75,192,9043,2368,31
76,194,9006,2330,23
77,195,10738,-644,7
78,196,10396,1580,9
79,197,3116,2977,29
80,198,1316,5204,23
81,199,3747,5518,22
82,200,1364,4175,7
83,201,-4320,-2256,18
84,205,9043,2391,28
85,211,-4303,-2244,19
86,212,9111,2434,1
87,213,3730,5581,23
88,214,2888,4098,23
89,215,1242,4175,29
90,216,10634,-610,23
91,217,12130,3132,19
92,218,3105,3010,26
93,219,223,4840,39
94,224,1350,5160,26
95,225,1090,5509,1
96,227,5118,3528,16
97,228,2846,4089,21
98,235,-25,5166,29
99,238,12117,1437,25
100,240,5113,3545,21
101,241,7448,1900,4
102,242,1318,5209,28
103,245,1224,4182,31
104,246,3767,5571,25
105,249,3729,5533,25
106,251,-11,5128,28
107,252,1402,5246,21
108,253,10417,1551,4
109,254,3811,5399,1
110,255,10561,2106,29
111,256,10521,2071,20
112,258,12143,3045,3
113,259,0,5140,26
114,260,13951,3550,31
115,263,3107,3022,30
116,264,324,4897,2
117,265,-12230,3750,23
118,267,13941,3537,34
119,268,3105,3003,31
120,269,9045,2377,33
121,270,9023,2341,27
122,271,12119,3140,15
123,272,3318,3939,2
124,273,3724,5617,22
125,274,-12244,3621,6
126,279,10362,1518,31
