(0, 1)
(0, 2)
(0, 3)
(0, 5)
(0, 6)
(0, 24)
(0, 12)
(0, 51)
(1, 65)
(1, 7)
(1, 25)
(1, 10)
(1, 28)
(2, 4)
(3, 9)
(3, 26)
(3, 64)
(4, 8)
(4, 89)
(4, 27)
(4, 77)
(5, 72)
(5, 52)
(5, 87)
(5, 40)
(5, 57)
(5, 75)
(6, 21)
(6, 39)
(6, 88)
(6, 90)
(6, 44)
(7, 18)
(7, 91)
(7, 65)
(7, 17)
(7, 41)
(7, 11)
(7, 60)
(7, 78)
(8, 76)
(8, 47)
(10, 83)
(10, 35)
(10, 36)
(10, 74)
(10, 79)
(10, 13)
(10, 61)
(11, 32)
(11, 80)
(11, 19)
(11, 86)
(11, 58)
(11, 14)
(11, 15)
(12, 20)
(12, 30)
(13, 16)
(13, 49)
(13, 36)
(13, 23)
(13, 43)
(13, 42)
(14, 81)
(14, 50)
(14, 37)
(14, 55)
(14, 71)
(14, 82)
(14, 62)
(14, 85)
(15, 48)
(15, 70)
(16, 56)
(17, 33)
(17, 63)
(17, 84)
(18, 34)
(18, 67)
(18, 53)
(18, 55)
(18, 29)
(18, 69)
(19, 80)
(19, 66)
(19, 22)
(19, 54)
(19, 31)
(20, 116)
(20, 30)
(21, 97)
(21, 114)
(21, 211)
(21, 39)
(21, 88)
(21, 90)
(21, 44)
(22, 208)
(22, 113)
(22, 66)
(22, 54)
(22, 151)
(22, 141)
(23, 42)
(24, 123)
(24, 172)
(24, 175)
(25, 28)
(25, 65)
(26, 64)
(27, 105)
(27, 77)
(27, 167)
(28, 128)
(28, 83)
(28, 65)
(28, 171)
(29, 67)
(29, 53)
(29, 187)
(29, 126)
(29, 34)
(29, 110)
(29, 93)
(30, 116)
(31, 215)
(32, 58)
(32, 205)
(32, 86)
(33, 209)
(33, 179)
(33, 214)
(33, 63)
(34, 192)
(34, 67)
(34, 53)
(34, 126)
(35, 168)
(35, 142)
(35, 79)
(35, 145)
(35, 83)
(35, 213)
(35, 119)
(35, 154)
(35, 156)
(35, 61)
(35, 191)
(36, 130)
(36, 83)
(36, 147)
(36, 154)
(36, 191)
(36, 111)
(36, 74)
(37, 81)
(37, 82)
(37, 55)
(37, 62)
(37, 85)
(38, 56)
(38, 189)
(39, 96)
(39, 97)
(39, 114)
(39, 211)
(39, 88)
(39, 90)
(39, 155)
(39, 44)
(39, 143)
(40, 176)
(40, 185)
(40, 72)
(40, 202)
(40, 75)
(40, 173)
(40, 112)
(40, 49)
(40, 178)
(40, 195)
(40, 52)
(40, 87)
(40, 152)
(40, 57)
(40, 136)
(40, 124)
(40, 153)
(41, 144)
(42, 49)
(42, 79)
(42, 207)
(43, 92)
(44, 97)
(44, 114)
(44, 211)
(44, 88)
(44, 90)
(44, 155)
(45, 134)
(45, 102)
(45, 63)
(46, 170)
(46, 139)
(46, 61)
(46, 190)
(47, 106)
(47, 198)
(48, 99)
(50, 81)
(50, 82)
(50, 193)
(50, 71)
(50, 200)
(50, 122)
(50, 55)
(50, 135)
(50, 62)
(50, 85)
(51, 104)
(51, 172)
(52, 195)
(52, 136)
(52, 202)
(52, 75)
(52, 204)
(52, 57)
(52, 152)
(52, 153)
(52, 90)
(52, 112)
(52, 173)
(52, 176)
(52, 72)
(52, 178)
(52, 121)
(52, 120)
(52, 185)
(52, 87)
(52, 124)
(52, 215)
(53, 192)
(53, 67)
(53, 187)
(53, 108)
(53, 126)
(54, 208)
(54, 113)
(54, 66)
(54, 149)
(54, 151)
(54, 194)
(55, 193)
(55, 100)
(55, 71)
(55, 200)
(55, 169)
(55, 138)
(55, 135)
(55, 82)
(55, 81)
(55, 158)
(55, 122)
(55, 62)
(56, 120)
(56, 166)
(56, 189)
(57, 195)
(57, 196)
(57, 72)
(57, 202)
(57, 75)
(57, 204)
(57, 173)
(57, 190)
(57, 176)
(57, 178)
(57, 117)
(57, 87)
(57, 152)
(57, 153)
(57, 136)
(57, 124)
(57, 185)
(58, 80)
(58, 86)
(58, 169)
(58, 205)
(59, 61)
(60, 162)
(60, 91)
(60, 133)
(60, 78)
(61, 197)
(61, 168)
(61, 79)
(61, 83)
(61, 213)
(61, 119)
(61, 154)
(61, 156)
(62, 193)
(62, 203)
(62, 71)
(62, 200)
(62, 135)
(62, 82)
(62, 81)
(62, 180)
(62, 122)
(62, 191)
(63, 179)
(63, 164)
(63, 214)
(63, 209)
(63, 109)
(63, 174)
(65, 128)
(66, 208)
(66, 151)
(66, 149)
(67, 187)
(67, 126)
(68, 78)
(69, 187)
(70, 95)
(70, 118)
(71, 81)
(71, 193)
(71, 200)
(71, 122)
(71, 135)
(71, 82)
(72, 195)
(72, 202)
(72, 75)
(72, 173)
(72, 176)
(72, 178)
(72, 87)
(72, 124)
(72, 185)
(73, 131)
(73, 84)
(73, 102)
(74, 177)
(74, 130)
(74, 83)
(74, 154)
(74, 79)
(75, 176)
(75, 185)
(75, 103)
(75, 202)
(75, 204)
(75, 173)
(75, 112)
(75, 178)
(75, 195)
(75, 87)
(75, 152)
(75, 136)
(75, 184)
(75, 124)
(75, 153)
(77, 148)
(77, 105)
(77, 89)
(77, 107)
(77, 167)
(78, 162)
(78, 91)
(78, 183)
(79, 168)
(79, 142)
(79, 125)
(79, 145)
(79, 83)
(79, 119)
(79, 212)
(79, 154)
(79, 156)
(79, 191)
(80, 81)
(80, 169)
(80, 205)
(81, 193)
(81, 200)
(81, 82)
(81, 122)
(81, 94)
(81, 165)
(82, 193)
(82, 200)
(82, 135)
(82, 122)
(82, 158)
(82, 181)
(83, 130)
(83, 168)
(83, 156)
(83, 145)
(83, 147)
(83, 119)
(84, 109)
(84, 101)
(85, 100)
(85, 150)
(86, 115)
(86, 163)
(86, 169)
(86, 205)
(87, 185)
(87, 202)
(87, 204)
(87, 173)
(87, 176)
(87, 178)
(87, 195)
(87, 152)
(87, 121)
(87, 136)
(87, 124)
(87, 153)
(88, 97)
(88, 114)
(88, 211)
(88, 90)
(88, 155)
(89, 148)
(89, 107)
(89, 167)
(90, 96)
(90, 211)
(90, 155)
(91, 146)
(91, 199)
(91, 201)
(91, 183)
(91, 162)
(91, 126)
(95, 214)
(96, 97)
(97, 312)
(97, 114)
(97, 211)
(97, 320)
(97, 222)
(97, 223)
(98, 191)
(99, 271)
(100, 193)
(102, 217)
(102, 214)
(102, 209)
(104, 324)
(104, 172)
(104, 221)
(104, 326)
(105, 295)
(105, 167)
(106, 198)
(107, 148)
(107, 167)
(109, 236)
(109, 305)
(109, 214)
(112, 176)
(112, 136)
(112, 282)
(112, 185)
(112, 153)
(112, 152)
(112, 124)
(112, 202)
(114, 304)
(114, 258)
(114, 223)
(115, 169)
(115, 205)
(116, 273)
(116, 285)
(117, 202)
(117, 230)
(117, 313)
(118, 200)
(119, 253)
(119, 322)
(119, 228)
(119, 262)
(119, 168)
(119, 317)
(119, 300)
(119, 145)
(119, 213)
(119, 219)
(119, 218)
(119, 156)
(119, 154)
(119, 191)
