1212,311
724,185
-736,404
-1223,374
-432,-226
1064,-61
1394,354
373,554
72,90
-991,192
903,237
132,523
1210,143
1055,210
-1,513
22,485
1037,150
512,354
285,410
122,418
311,300
164,502
568,584
707,104
23,487
1065,-50
307,297
507,356
-3,657
305,236
1210,143
-1,511
728,186
-1182,263
1043,-550
-736,402
961,-563
74,91
227,470
-1066,112
1142,-364
129,518
903,235
-455,-19
1054,185
-340,318
373,552
-738,403
-768,411
73,88
926,247
905,237
400,606
-991,192
1035,150
1072,51
1059,-62
-519,838
1332,214
346,528
305,410
1444,-499
333,287
1061,213
512,354
-992,193
-1001,109
1333,-100
596,257
1214,308
23,485
759,79
-984,445
740,178
376,550
-4,513
1077,-69
331,742
-905,278
-1192,367
-430,-227
186,523
1058,209
1537,-178
-1715,293
856,-283
726,157
132,523
-27,542
1210,316
-423,-131
1239,308
1151,328
-6,507
-428,-230
902,240
516,351
66,142
1065,-61
1050,208
123,418
1216,320
285,424
74,437
770,690
743,191
893,248
141,-121
279,397
109,410
-439,-296
938,-106
18,516
511,361
-225,231
-1156,244
-977,186
-687,373
673,493
129,418
-382,-198
369,280
1069,-59
1054,211
-256,563
-702,559
302,194
122,418
422,643
1365,281
3,514
295,462
-676,386
268,293
-676,343
-1139,556
790,-668
1226,101
1216,200
969,222
370,599
1060,-65
1244,124
1224,309
137,521
1396,355
220,157
380,415
-64,325
19,625
-765,484
1394,354
1055,208
398,796
255,428
113,410
1214,311
-1224,374
68,96
1084,233
944,-342
-433,-225
1439,497
1128,354
1232,249
-735,417
907,242
131,523
116,420
1516,577
168,301
972,189
117,601
1215,141
312,300
-1177,352
-992,192
310,301
1206,320
-240,-185
953,41
-30,508
318,287
298,409
-981,193
-96,-152
949,183
-1186,217
-736,404
372,556
107,112
-1159,395
312,300
448,203
-733,406
-1507,675
1214,313
-1226,374
-631,379
-890,226
161,289
1087,-58
-728,407
0,512
122,418
52,468
206,115
78,100
725,184
723,186
628,210
63,101
145,528
-352,-304
122,419
145,515
1049,222
512,353
1033,-161
190,648
315,300
375,556
243,379
122,420
375,554
-437,-171
175,487
-1216,391
-311,782
911,240
-648,-254
1055,211
-990,193
285,409
1055,207
343,-713
919,764
481,585
122,418
374,666
1042,-56
92,458
-699,435
1182,-685
-642,63
132,522
195,637
-397,-244
1300,401
317,314
-60,253
1217,312
1394,353
0,449
132,523
285,411
1599,-206
24,480
21,485
595,350
165,627
514,360
674,-206
1214,310
900,240
23,486
58,103
750,-209
1051,212
1036,150
80,628
521,355
1086,172
131,524
120,532
-1,511
-457,-178
1393,355
1336,176
285,408
120,419
1261,191
118,423
-186,126
903,245
1207,141
765,-42
-551,506
899,241
21,485
-424,-215
513,354
187,600
1510,44
-370,-334
1209,144
516,359
1531,-86
1389,358
300,401
-1219,377
1523,404
910,229
1160,169
1048,151
291,582
-1290,296
-617,-219
1054,224
134,520
-991,192
132,523
882,169
-922,138
311,300
284,405
394,575
726,184
842,-451
372,553
21,484
-856,28
-738,403
93,96
1157,188
-5,515
1011,117
117,418
-1081,357
73,78
774,56
25,487
68,81
1131,355
-10,542
876,289
-793,466
-208,678
28,212
-735,405
555,729
1040,141
476,61
1003,313
1301,39
1472,744
-630,625
1214,309
147,353
906,240
-1551,347
728,253
-733,399
132,523
-821,510
-10,521
135,521
-468,-94
1,507
514,354
-991,193
433,-465
309,295
725,186
-1,514
432,-14
1212,145
-65,809
372,555
64,82
1122,-359
1326,183
-476,-205
-2,511
132,523
995,-56
1076,-65
1039,150
-139,231
1155,725
215,636
44,506
12,560
1212,312
817,537
1074,323
-8,504
725,191
308,533
283,421
1209,143
990,189
1231,270
-991,192
350,562
-10,407
-1146,433
159,585
132,523
-423,-231
-59,387
114,646
-1225,374
1073,-137
755,159
-1115,-836
509,261
460,291
-943,279
-433,-226
24,485
1041,-65
1386,331
-562,559
1255,256
134,416
-368,-130
-432,-226
4,514
374,554
131,533
504,210
324,262
-414,-224
1038,150
-994,202
1486,361
1047,229
396,540
1200,383
1389,349
905,241
740,212
-1112,51
116,89
-496,-223
280,409
312,294
1154,369
1060,207
726,183
-1667,20
-218,-580
22,525
663,3
311,275
-1224,374
261,386
279,413
-1233,378
44,529
1081,-66
845,272
776,565
1252,272
908,241
511,353
513,352
1122,392
10,176
1063,-61
1209,315
-431,-224
720,183
386,558
1426,-666
1034,158
-728,441
170,480
1626,163
21,480
-1690,-43
899,253
1063,-61
1083,-668
21,485
513,354
-1261,353
930,220
1395,385
-434,-221
1054,210
1055,210
904,237
1297,109
1209,-64
195,490
283,408
-93,226
952,-15
-1226,382
375,556
1209,135
-737,401
897,269
69,89
1064,-58
950,224
484,232
-47,670
130,523
-1004,203
1084,211
307,297
1176,356
-736,404
1028,151
726,195
1276,166
-987,204
1538,136
-988,177
-736,403
1251,126
113,522
-813,-54
-530,-341
-1002,196
1210,307
286,410
313,298
-11,512
1164,351
21,486
169,496
19,483
1064,-64
876,223
1139,180
868,286
-736,403
-14,534
1389,365
695,223
-39,472
1196,128
-7,809
12,543
904,236
16,515
-1179,179
989,89
903,237
270,522
907,215
1055,209
140,629
381,549
-40,505
205,477
1391,360
-1260,-54
364,307
725,185
118,419
-1052,165
134,519
657,160
-950,228
1210,144
863,166
-1059,204
-733,403
512,356
61,516
1209,143
126,415
1256,362
302,353
1394,351
1210,142
337,293
-35,504
-811,-531
2,496
-855,114
112,417
1196,138
-158,547
313,298
138,421
284,411
100,528
274,402
1034,152
-495,-133
1388,443
-737,403
1393,354
1209,152
1209,143
-41,379
12,175
105,-776
903,242
15,-221
-467,-231
1210,307
884,309
184,395
470,601
1213,319
-1227,384
-419,-235
-989,192
1009,127
394,531
1005,231
904,241
-1225,377
471,542
1019,423
1055,458
-64,602
199,337
45,-11
868,842
117,510
121,418
-1223,374
1040,149
407,77
1066,-49
531,343
122,417
773,-792
1164,174
-460,203
368,554
131,523
1023,144
99,390
726,182
916,194
256,500
387,530
-1739,823
503,374
913,217
266,-126
-947,216
432,410
523,157
1083,-147
-981,190
1209,143
-942,200
1036,134
-1580,691
1186,213
-727,417
-355,-196
23,488
-992,193
123,501
-890,-111
-3,514
1055,149
75,93
185,869
133,522
269,409
1051,215
708,119
515,356
73,89
727,187
264,529
1213,145
1182,139
108,-625
1,509
905,239
53,677
-1210,400
725,186
98,60
1212,306
-1280,318
-1686,-750
-406,-173
392,209
311,298
351,656
-743,404
1392,358
-73,394
515,354
134,520
-431,-224
-1488,631
1204,313
-1229,377
286,406
22,486
318,97
20,482
32,546
-207,-196
-433,-227
-508,269
1,511
-1552,403
150,509
-190,65
890,222
-760,401
392,561
358,-541
-989,193
516,866
841,-603
365,553
-85,506
121,359
1211,147
408,135
684,295
729,167
-1502,591
1041,163
142,430
1241,240
132,524
372,563
519,351
-1220,390
1219,140
309,224
1357,75
731,181
155,688
556,352
1211,310
962,626
-735,403
-1,513
1499,196
374,555
239,371
1210,144
1215,308
-167,452
-738,406
916,-37
186,568
19,778
21,483
-152,-264
989,235
-1242,560
446,40
373,555
-1419,-158
800,84
1227,157
-1221,375
41,-142
-148,460
1055,209
508,336
1475,-115
961,141
911,241
1396,351
-736,407
1036,149
997,-3
403,504
284,400
129,526
-730,407
284,410
525,347
341,447
1204,151
131,535
903,236
-468,-228
729,184
1215,135
288,658
-41,-302
1278,270
6,484
-1186,-278
1044,205
47,501
393,155
286,410
1514,-577
312,303
1209,146
-991,193
637,729
123,418
93,121
510,353
1047,209
-146,583
-1233,406
457,432
14,504
1038,152
-431,-226
133,522
518,348
81,573
273,575
849,-814
121,418
1208,81
1037,148
-1004,175
-1120,-93
-248,269
511,358
1212,306
-1238,329
-433,-226
809,240
-1318,391
1059,-66
-688,369
-75,731
1516,300
-274,-536
-654,319
-743,402
1301,279
958,-33
-93,-195
901,219
-20,525
308,457
578,562
1271,312
660,739
318,205
311,299
1630,-895
724,184
723,185
1055,210
1264,8
-1273,418
117,410
1067,-63
1064,-63
764,255
39,449
-461,-251
851,268
1223,158
304,299
1348,430
921,186
-387,-743
-1060,214
1393,350
310,630
-14,93
1064,-64
853,160
376,558
515,359
903,237
293,569
-1028,167
-35,327
1316,564
1187,-368
724,185
891,290
-1186,372
1048,158
-764,-529
247,683
1212,309
73,89
900,243
1169,-104
-432,-227
-824,114
17,38
1053,209
-1203,336
72,89
329,435
-754,396
1112,303
88,89
1067,-58
355,315
1066,216
-434,-225
149,422
128,522
505,-153
721,188
1394,352
927,211
346,340
902,168
23,481
1064,-66
94,643
-88,366
1041,453
372,571
1118,-7
885,180
301,356
1317,362
1209,147
483,79
1206,688
713,326
1395,358
77,519
956,179
1066,-61
893,780
-1221,373
874,184
907,92
-740,407
1166,-84
-1008,170
123,417
364,554
-1130,-892
69,89
709,176
862,243
-430,-222
-916,-689
-1223,382
126,409
19,59
1032,143
1212,311
241,282
-425,-226
-7,56
365,37
225,552
1216,148
-914,198
-96,709
61,93
260,344
-25,512
81,171
369,557
1382,357
-994,209
1040,-51
-431,-227
-736,401
-73,546
276,306
128,535
514,363
158,447
512,353
136,593
896,328
718,210
-1139,125
906,245
-496,519
1603,755
1186,-513
514,367
729,182
1234,-195
1737,-537
1017,217
98,549
-1212,376
615,-882
1383,332
1007,197
-209,859
-197,212
-1014,226
-1014,494
809,146
884,195
-557,-383
729,183
-1202,376
-661,-47
-589,305
-994,193
1394,355
1747,-662
1399,350
-149,715
111,433
898,217
728,182
539,411
-5,515
1070,-10
502,372
-738,401
719,189
725,186
135,548
89,117
140,473
148,162
-211,-294
1215,326
730,410
1249,107
-1223,374
1059,-68
1390,353
-339,-141
-992,192
-840,-437
745,66
1201,141
312,300
897,231
-433,-226
1695,337
1225,146
-437,-208
716,190
-1146,519
132,523
1388,364
121,417
727,196
823,886
1409,379
1067,200
-506,-472
-733,405
-740,404
75,99
135,523
-989,195
-557,402
82,188
1212,311
907,238
288,411
1023,330
1629,-265
121,417
-430,-227
1398,354
1063,-61
288,408
1219,307
892,215
-88,604
1138,368
910,97
-735,403
1289,5
78,526
495,329
46,77
163,167
323,273
-1213,355
44,270
1546,306
-433,-228
226,304
504,353
-512,-435
-142,330
105,408
128,517
-798,528
1041,151
70,-54
1033,159
1162,-195
1360,122
-49,504
1620,565
-735,404
-737,403
1017,-311
-988,193
917,238
314,298
64,444
983,250
931,291
1162,-222
894,211
-889,171
1476,377
1186,242
284,410
1392,366
1391,356
124,521
907,213
1207,293
69,91
1066,-62
330,312
-744,-556
27,377
-1223,376
371,336
372,552
1212,144
284,419
204,187
1043,174
-503,-857
397,491
98,418
903,239
99,423
904,239
-5,506
124,776
-735,403
741,206
-1001,-134
-975,104
1726,-177
506,349
802,85
-1203,396
-1214,394
-1228,369
128,423
278,-341
116,97
145,706
251,412
1395,357
-848,477
904,236
718,188
357,562
121,417
1083,-36
902,238
132,419
1345,388
304,531
48,436
480,434
693,128
271,-652
282,434
-330,-83
-456,-214
141,486
1210,125
393,-754
1263,125
404,556
-737,403
-802,-529
1192,235
-566,541
166,273
286,409
52,-608
1060,-57
-5,345
354,482
723,179
589,802
294,315
311,301
743,377
-1278,546
-1033,187
1052,210
-745,-748
361,353
125,415
1200,307
1061,-56
1038,153
455,386
527,363
1777,297
122,417
521,366
-610,412
1427,458
1187,176
394,547
-497,-150
-1141,400
-921,346
67,352
1265,440
303,297
-804,678
165,-416
769,-159
888,571
68,82
-1179,351
-457,-223
367,549
901,241
1112,333
-999,193
-930,114
-516,-419
10,456
1021,133
-418,-212
932,-301
1045,205
123,423
764,208
373,553
-3,514
-270,-394
1216,310
1393,353
312,-84
1704,226
1210,308
-432,-227
1059,-63
1559,96
1420,385
1203,315
-154,-91
-1230,370
514,353
0,512
-435,-204
261,441
262,261
376,547
1092,-75
1054,211
579,222
-219,462
-371,408
126,423
-436,-231
-17,700
28,482
722,185
-1483,506
-741,433
321,268
723,193
352,554
1201,307
865,719
1246,312
809,-87
21,482
1112,453
694,726
1118,418
-788,405
323,325
-1359,432
1207,156
1038,152
-1038,484
1034,161
-736,404
-432,-225
585,-46
895,221
1055,210
-2,487
604,-41
-1032,220
1388,352
726,179
-928,512
122,417
119,619
512,354
1064,210
1203,142
-1228,376
77,524
-1001,210
-11,678
1108,-79
1143,-161
1166,195
1222,298
240,338
-55,549
-1113,310
906,-884
922,113
202,574
-71,528
1073,-59
1043,225
906,230
123,279
1139,123
-1268,456
-1551,-115
1119,-614
138,671
1396,-696
1136,278
1208,138
-69,307
-733,400
1221,280
-812,23
-929,376
1443,290
1394,355
310,300
1061,431
-381,-135
1377,342
-47,467
1063,-63
730,187
1041,-88
512,350
-402,-181
73,91
1038,149
1192,159
-1223,375
312,301
1670,-29
-853,57
1204,147
188,479
181,524
-749,399
270,409
1051,182
-519,-213
23,485
1203,141
1058,206
-993,195
1208,145
1172,303
-1760,741
282,412
-448,-40
-387,-209
719,175
1213,308
286,412
73,90
73,90
517,347
-67,392
239,122
314,376
163,369
1058,-61
72,92
1633,-666
1067,-61
-1224,375
-580,-105
804,137
1213,316
1401,357
170,430
280,302
-655,211
1047,140
294,416
-1288,316
-433,-228
129,417
1068,206
373,555
-4,512
-435,49
-697,303
-732,401
904,236
-1288,383
1069,-58
380,554
99,98
-736,402
251,434
79,-131
1214,310
-79,492
1038,149
1395,324
1038,149
836,-584
389,568
301,297
-737,404
121,418
-1053,173
725,186
1049,138
199,527
322,267
725,182
1231,169
-15,522
1240,68
34,494
-78,-142
521,351
103,559
507,365
-992,193
-1001,188
1208,297
1182,118
1262,71
-158,771
1242,414
1065,-100
1371,190
257,401
97,402
-286,659
-1377,825
-737,403
-991,200
-383,647
132,524
1119,55
-826,91
279,278
772,368
162,527
311,300
376,736
1209,144
-602,61
-156,260
1125,-509
-994,191
69,550
229,334
570,594
113,199
-606,-111
-3,513
1025,266
29,-125
1393,353
-995,190
-1219,379
1066,-66
309,295
61,151
475,374
-887,91
74,103
-448,-230
1393,397
-718,448
240,372
-14,513
-1634,571
1040,-13
755,-805
309,300
-428,-359
1209,144
313,298
-718,397
1509,100
1135,-45
-1225,373
125,534
1064,-61
116,415
-1135,183
1112,18
-520,-187
871,-117
-55,394
-1630,559
269,519
-429,-226
1392,336
374,554
133,509
116,416
76,88
702,641
1096,-56
-61,588
308,296
1193,286
332,532
-53,742
1035,149
-1256,339
72,422
278,583
-6,513
1296,331
1070,-386
98,499
258,-225
-13,-617
1061,-47
-1205,26
-1031,160
1204,308
-1219,385
361,-34
4,511
-737,403
-978,163
40,-408
1222,302
-1222,371
1385,351
-1221,376
34,487
1057,258
-1222,373
1216,257
1200,365
1209,144
120,417
1582,-81
-293,586
806,407
1213,310
135,526
285,410
-773,665
1065,-61
1204,282
133,524
1646,245
889,276
473,-11
890,226
-730,402
628,337
-918,206
1392,358
1273,285
1503,19
146,488
306,298
85,96
1038,150
1,512
510,354
-1224,441
1251,-378
312,300
22,485
-680,-166
-917,89
312,223
700,338
1038,59
