s0 s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 ss0 ss1 ss2 ss3 ss4 ss5 ss6 ss7 ss8 ss9 ss10 ss11 ss12 ss13 ss14 ss15 ss16 ss17 ss18 ss19 ss20 ss21 ss22 ss23 ss24 ss25 ss26 ss27 ss28 ss29 ss30 ss31 ss32 ss33 ss34 ss35 ss36 ss37 ss38 ss39 ss40 ss41 ss42 ss43 ss44 ss45 ss46 ss47 ss48 ss49 ss50 ss51 ss52 ss53 ss54 ss55 ss56 ss57 ss58 ss59 ss60 ss61 ss62 ss63 ss64 ss65 ss66 ss67 ss68 ss69 ss70 ss71 ss72 ss73 ss74 ss75 ss76 ss77 ss78 ss79 ss80 ss81 ss82 ss83 ss84 ss85 ss86 ss87 ss88 ss89 ss90 ss91 ss92 ss93 ss94 ss95 ss96 ss97 ss98 ss99 ssh0 ssh1 ssh2 ssh3 ssh4 ssh5 ssh6 ssh7 ssh8 ssh9 ssh10 ssh11 ssh12 ssh13 ssh14 ssh15 ssh16 ssh17 ssh18 ssh19 ssh20 ssh21 ssh22 ssh23 ssh24 ssh25 ssh26 ssh27 ssh28 ssh29 ssh30 ssh31 ssh32 ssh33 ssh34 ssh35 ssh36 ssh37 ssh38 ssh39 ssh40 ssh41 ssh42 ssh43 ssh44 ssh45 ssh46 ssh47 ssh48 ssh49 ssh50 ssh51 ssh52 ssh53 ssh54 ssh55 ssh56 ssh57 ssh58 ssh59 ssh60 ssh61 ssh62 ssh63 ssh64 ssh65 ssh66 ssh67 ssh68 ssh69 ssh70 ssh71 ssh72 ssh73 ssh74 ssh75 ssh76 ssh77 ssh78 ssh79 ssh80 ssh81 ssh82 ssh83 ssh84 ssh85 ssh86 ssh87 ssh88 ssh89 ssh90 ssh91 ssh92 ssh93 ssh94 ssh95 ssh96 ssh97 ssh98 ssh99
s0 s1 100
s0 s2 100
s0 s3 100
s1 s4 100
s0 s5 100
s4 s6 100
s5 s7 100
s4 s8 100
s4 s9 100
s4 s10 100
s2 s10 100
s4 s11 100
s1 s11 100
s9 s12 100
s4 s13 100
s7 s14 100
s2 s14 100
s7 s15 100
s10 s15 100
s4 s16 100
s2 s16 100
s15 s17 100
s4 s18 100
s13 s18 100
s15 s19 100
s18 s20 100
s0 ss22 100
s0 ss31 100
s0 ss97 100
s1 ss51 100
s1 ss65 100
s1 ss90 100
s4 ss31 100
s4 ss37 100
s4 ss60 100
s4 ss77 100
s4 ss81 100
s5 ss69 100
s6 ss66 100
s9 ss57 100
s10 ss23 100
s10 ss28 100
s10 ss64 100
s10 ss82 100
s10 ss92 100
s10 ss94 100
s11 ss25 100
s12 ss85 100
s13 ss47 100
s13 ss91 100
s14 ss21 100
s14 ss68 100
s16 ss73 100
s18 ss87 100
s20 ss86 100
s20 ss87 100
ss21 ss14 100
ss21 ss22 100
ss21 ss35 100
ss21 ss57 100
ss21 ss60 100
ss21 ss75 100
ss21 ss77 100
ss21 ss80 100
ss21 ss81 100
ss21 ss86 100
ss21 ss97 100
ss22 ss3 100
ss22 ss35 100
ss22 ss51 100
ss28 ss13 100
ss28 ss47 100
ss28 ss82 100
ss28 ss98 100
ss31 ss19 100
ss31 ss29 100
ss31 ss39 100
ss31 ss64 100
ss31 ss90 100
ss35 ss14 100
ss35 ss16 100
ss35 ss32 100
ss35 ss44 100
ss35 ss78 100
ss35 ss98 100
ss37 ss31 100
ss39 ss45 100
ss44 ss83 100
ss45 ss56 100
ss45 ss86 100
ss47 ss61 100
ss47 ss82 100
ss47 ss95 100
ss51 ss13 100
ss51 ss47 100
ss51 ss53 100
ss51 ss54 100
ss51 ss61 100
ss51 ss69 100
ss51 ss73 100
ss51 ss74 100
ss51 ss80 100
ss51 ss87 100
ss51 ss97 100
ss51 ss98 100
ss53 ss0 100
ss53 ss13 100
ss53 ss18 100
ss53 ss64 100
ss53 ss67 100
ss53 ss70 100
ss53 ss74 100
ss53 ss83 100
ss53 ss85 100
ss53 ss88 100
ss53 ss93 100
ss53 ss97 100
ss54 ss67 100
ss56 ss27 100
ss56 ss38 100
ss56 ss43 100
ss56 ss63 100
ss56 ss66 100
ss56 ss90 100
ss56 ss97 100
ss57 ss53 100
ss57 ss55 100
ss57 ss74 100
ss60 ss16 100
ss60 ss57 100
ss61 ss23 100
ss61 ss47 100
ss61 ss50 100
ss61 ss55 100
ss61 ss62 100
ss61 ss85 100
ss61 ss92 100
ss61 ss94 100
ss61 ss98 100
ss61 ss99 100
ss63 ss14 100
ss63 ss43 100
ss63 ss56 100
ss63 ss84 100
ss64 ss12 100
ss64 ss24 100
ss64 ss25 100
ss64 ss41 100
ss64 ss49 100
ss64 ss58 100
ss64 ss68 100
ss64 ss70 100
ss64 ss72 100
ss64 ss74 100
ss64 ss75 100
ss64 ss83 100
ss64 ss89 100
ss64 ss96 100
ss65 ss9 100
ss66 ss9 100
ss66 ss10 100
